Nom du Fichier,Sujet,Verbe,COD
nd_url_338.csv,Đại_sứ,trao_tặng,Hội
nd_url_338.csv,ông,bầu,Chủ_tịch
nd_url_338.csv,Đại_hội,Phát_biểu,sự
nd_url_338.csv,Đại_hội,tin_tưởng,Nghị_quyết
nd_url_338.csv,Đại_sứ,phát_biểu,chiến_lược
nd_url_126.csv,Thứ_trưởng,hoan_nghênh,chiến_lược
nd_url_126.csv,Việt_Nam,đề_nghị,đoàn
nd_url_126.csv,Thứ_trưởng,tiến_triển,dự_án
nd_url_126.csv,bên,đề_nghị,điều_kiện
nd_url_126.csv,Việt_Nam,bày_tỏ,chính_sách
nd_url_126.csv,Bộ,tiếp_tục,chuyến
nd_url_126.csv,bên,trao_đổi,quốc_tế
nd_url_218.csv,Lực_lượng,“,mảnh
nd_url_218.csv,chiếc,Tìm_kiếm,nạn
nd_url_218.csv,Lực_lượng,“,mảnh
nd_url_32.csv,phe,nhận,phiếu
nd_url_32.csv,Quốc_hội,Theo,viện
nd_url_32.csv,đảng,nhất_trí,chính_phủ
nd_url_32.csv,ông,Theo,ứng_cử_viên
nd_url_32.csv,Ông,nhậm_chức,thủ_tướng
nd_url_32.csv,ông,Dự_kiến,tổng_thống
nd_url_32.csv,Ông,là,phu_quân
nd_url_32.csv,Ông,giữ,chức
nd_url_32.csv,bậc,mang,nền
nd_url_32.csv,ông,là,Tư_lệnh
nd_url_135.csv,Việt_Nam,Phát_biểu,nước
nd_url_135.csv,nỗ_lực,Thấm_nhuần,mối
nd_url_135.csv,trụ_sở,khẳng_định,nội_dung
nd_url_135.csv,đồng_chí,là,nền
nd_url_135.csv,Đồng_chí,đề_nghị,chất_lượng
nd_url_135.csv,cán_bộ,bày_tỏ,tương_lai
nd_url_135.csv,Dự_án,là,nội_dung
nd_url_135.csv,Bí_thư,Thay_mặt,công_trình
nd_url_135.csv,thủ_đô,Tiếp_nối,Trụ_sở
nd_url_135.csv,nhiệm_vụ,phối_hợp,mục_tiêu
nd_url_138.csv,Hồi_phục,thông_qua,hướng
nd_url_138.csv,vấn_đề,được,thành_quả
nd_url_138.csv,thương_mại_điện_tử,thống_nhất,tài_chính
nd_url_138.csv,Bộ_trưởng,thông_qua,thuận_lợi
nd_url_138.csv,khuyến_nghị,tập_trung,Cộng_đồng
nd_url_138.csv,Hội_nghị,ghi_nhận,tín_hiệu
nd_url_138.csv,kim_ngạch,tính,USD
nd_url_138.csv,dòng,là,vốn
nd_url_138.csv,Du_lịch,phục_hồi,du_khách
nd_url_138.csv,Bên,trao_đổi,môi_trường
nd_url_138.csv,nước,Phát_biểu,mục_tiêu
nd_url_138.csv,Việt_Nam,nhấn_mạnh,hiệp_định
nd_url_138.csv,Thứ_trưởng,dẫn_đầu,hội_nghị
nd_url_138.csv,Hội_nghị,kết_thúc,nền_tảng
nd_url_416.csv,gia_đình,có,con_cả
nd_url_416.csv,cô,Vì,con
nd_url_416.csv,Haruna,chuyển,cán_bộ
nd_url_416.csv,Dự_án,tập_trung,sinh_kế
nd_url_416.csv,Cô,dành,sinh_kế
nd_url_416.csv,Báo,có,buổi
nd_url_416.csv,Bài,nằm,điều
nd_url_416.csv,cô,mong_muốn,độc_lập
nd_url_416.csv,Haruna,đến,thành_phố
nd_url_416.csv,tôi,bày_tỏ,vị_trí
nd_url_416.csv,giới,là,điều
nd_url_416.csv,tôi,ứng_tuyển,sinh_kế
nd_url_416.csv,giới,tập_trung,độc_lập
nd_url_416.csv,thứ,là,gì
nd_url_416.csv,tôi,khó_khăn,điểm
nd_url_416.csv,thanh_niên,là,hộ
nd_url_416.csv,Tôi,tới,họ
nd_url_416.csv,Nhật_Bản,là,đất_nước
nd_url_416.csv,người,tin,điều
nd_url_416.csv,chúng_tôi,phỏng_vấn,cô
nd_url_416.csv,Cô,ngại_ngùng,ảnh
nd_url_416.csv,cô,Phải,câu
nd_url_416.csv,tôi,phải,giờ
nd_url_416.csv,Buổi,là,dấu
nd_url_416.csv,tôi,quay,cô
nd_url_416.csv,người,giúp,chúng_tôi
nd_url_416.csv,nội_dung,khiến,cách
nd_url_416.csv,phụ_nữ,tập_trung,thu_nhập
nd_url_416.csv,chúng_tôi,đào_tạo,nguồn
nd_url_416.csv,Plan_International,khó_khăn,cộng_đồng
nd_url_416.csv,phụ_nữ,có,sinh_kế
nd_url_416.csv,chúng_tôi,tổ_chức,việc
nd_url_416.csv,Phụ_nữ,tự_tạo,số
nd_url_416.csv,Tôi,muốn,câu_chuyện
nd_url_416.csv,M.,tham_gia,gà
nd_url_416.csv,M.,bỏ,đứa
nd_url_416.csv,tỷ_lệ,phải,gà
nd_url_416.csv,Đó,là,cuộc_sống
nd_url_416.csv,M.,biết,thức_ăn
nd_url_416.csv,đó,Nghe,kiến_thức
nd_url_416.csv,cô,biết,câu
nd_url_416.csv,Đây,là,nguồn
nd_url_416.csv,cô,thấy,tiền
nd_url_416.csv,người,dừng,tấm
nd_url_416.csv,người_dân,có,gia_đình
nd_url_416.csv,phụ_nữ,phải,thông_tin
nd_url_416.csv,phụ_nữ,nhận,sinh_kế
nd_url_416.csv,nam_giới,khiến,hoạt_động
nd_url_416.csv,phụ_nữ,gần,kiến_thức
nd_url_416.csv,Tôi,nghĩ,dự_án
nd_url_416.csv,Họ,tìm_kiếm,cơ_hội
nd_url_416.csv,chúng_tôi,có,ý_nghĩa
nd_url_416.csv,bạn,Là,khó_khăn
nd_url_416.csv,đây,chắc,thử_thách
nd_url_416.csv,phụ_nữ,Trải_nghiệm,gì
nd_url_465.csv,Sự_kiện,là,gian_hàng
nd_url_465.csv,chuyên_gia,tham_dự,sản_phẩm
nd_url_465.csv,Thương_hiệu,làm,trà
nd_url_465.csv,hồn,là,hồn
nd_url_465.csv,Đôi_Dép,Thông_qua,ngành
nd_url_465.csv,thương_hiệu,tham_gia,chương_trình
nd_url_465.csv,Chương_trình,thu_hút,doanh_nghiệp
nd_url_465.csv,Đây,là,dấu
nd_url_465.csv,Thương_hiệu,tạo,khái_niệm
nd_url_465.csv,Tea_Connect,hướng,giấc
nd_url_208.csv,Uỷ_ban_nhân_dân,Theo,đồng
nd_url_444.csv,Tổng_Thư_ký,khẳng_định,tầm
nd_url_444.csv,phụ_nữ,nhận_định,cơ_hội
nd_url_444.csv,Họ,được,gia_đình
nd_url_444.csv,Liên_hợp_quốc,công_bố,giới
nd_url_444.csv,trong,cho,thách_thức
nd_url_444.csv,phụ_nữ,chiếm,tổng_số
nd_url_444.csv,tỷ_lệ,Theo,điểm
nd_url_444.csv,mức,chậm,điểm
nd_url_444.csv,phụ_nữ,giúp,việc
nd_url_444.csv,giới,khẳng_định,ý_tưởng
nd_url_444.csv,UNESCO,phá_bỏ,sự
nd_url_412.csv,tờ,đưa,một
nd_url_412.csv,Tờ,miêu_tả,vẻ
nd_url_412.csv,du_khách,giới_thiệu,phong_cảnh
nd_url_412.csv,du_khách,tìm,đồ_ăn
nd_url_412.csv,Điều,là,thị_trấn
nd_url_412.csv,du_khách,Lên,mình
nd_url_289.csv,EU,giảm,mức
nd_url_289.csv,quán,bị,sản_phẩm
nd_url_289.csv,lượng,Theo,Cơ_quan
nd_url_289.csv,lượng,có,kg
nd_url_289.csv,nước,triển_khai,rác_thải
nd_url_289.csv,Israel,thông_báo,năng_lượng
nd_url_289.csv,rác_thải,kỳ_vọng,môi_trường
nd_url_289.csv,túi,phê,lần
nd_url_289.csv,người_dân,cho,lệnh
nd_url_289.csv,khối_lượng,hành_động,mức
nd_url_289.csv,khối_lượng,Nghiên_cứu,USD
nd_url_289.csv,tốc_độ,Theo,rác
nd_url_289.csv,UNEP,tiếp_diễn,rác
nd_url_289.csv,rác_thải,có,USD
nd_url_289.csv,đại_diện,liên_quan,rác_thải
nd_url_289.csv,Giới,kêu_gọi,Trái_Ðất
nd_url_289.csv,rác_thải,là,khí_hậu
nd_url_367.csv,Mỹ,cho,”
nd_url_367.csv,Ông,kêu_gọi,quân
nd_url_367.csv,Chúng_tôi,Đề_cập,quan_hệ
nd_url_367.csv,Chúng_ta,có,nền
nd_url_367.csv,GDP,Kể,mức
nd_url_367.csv,Ông,khẳng_định,quan_hệ
nd_url_367.csv,giải_pháp,Liên_quan,nhà_lãnh_đạo
nd_url_367.csv,Ông,nhấn_mạnh,hàng_đầu
nd_url_367.csv,Tổng_thống,nêu,ưu_tiên
nd_url_367.csv,Ông,tuyên_bố,súng_đạn
nd_url_367.csv,ông,cho,người
nd_url_367.csv,qua,cam_kết,quan_ngại
nd_url_367.csv,Ông,phác_thảo,Tổng_thống
nd_url_367.csv,con_số,khẳng_định,mức
nd_url_367.csv,tập_đoàn,cho,nghĩa_vụ
nd_url_367.csv,Ông,đề_cập,khoản
nd_url_367.csv,dân,cho,đơn
nd_url_367.csv,ông,mong_muốn,người_dân
nd_url_173.csv,Chủ_tịch,là,Trưởng_Đoàn
nd_url_173.csv,Trưởng_Đoàn,Tham_gia,thành_viên
nd_url_173.csv,tỉnh,Theo,ngôi
nd_url_173.csv,nhà_thầu,thực_hiện,cầu
nd_url_173.csv,thành_phố,Về,đồng
nd_url_173.csv,Tỉnh_Hưng_Yên,bố_trí,đồng
nd_url_173.csv,Tỉnh,bố_trí,đồng
nd_url_173.csv,thành_phố,Dự_kiến,công_tác
nd_url_173.csv,thành_phố,giải_phóng,mặt_bằng
nd_url_173.csv,Tỉnh,giải_phóng,mộ
nd_url_173.csv,địa_phương,phấn_đấu,khu
nd_url_173.csv,Trường_hợp,kịp,chính_sách
nd_url_173.csv,Nhóm,thực_hiện,đoạn
nd_url_173.csv,Hà_Nội,tập_trung,cơ_sở
nd_url_173.csv,nhân_lực,giám_sát,dự_án
nd_url_173.csv,tư_duy,Kết_luận,hiệu_quả
nd_url_173.csv,đồng_chí,chủ_động,mặt_bằng
nd_url_173.csv,máy_móc,Nhấn_mạnh,dự_án
nd_url_259.csv,GDP,Theo,báo_cáo
nd_url_259.csv,Mức,tính,vị_trí
nd_url_259.csv,Chính_phủ,đánh_giá,nền
nd_url_259.csv,giá,đủ,áp_lực
nd_url_259.csv,nhà_kinh_tế,theo_dõi,lao_động
nd_url_259.csv,Nhu_cầu,là,tiền_lương
nd_url_259.csv,BoJ,cho,mục_tiêu
nd_url_30.csv,Đầu_tiên,phải,trách_nhiệm
nd_url_30.csv,phần_nhiều,đến,tính
nd_url_30.csv,Đó,là,thói
nd_url_30.csv,chức_trách,phát_sinh,trách_nhiệm
nd_url_30.csv,bản_lĩnh,do,công_việc
nd_url_30.csv,gì,Trị,bộ_máy
nd_url_30.csv,Tổng_Bí_thư,có,trách_nhiệm
nd_url_30.csv,Căn_bệnh,là,trách_nhiệm
nd_url_30.csv,hệ_thống,là,bê_trễ
nd_url_30.csv,địa_phương,quên,ý_kiến
nd_url_30.csv,địa_phương,lý_giải,ý_kiến
nd_url_30.csv,Bộ,trở_nên,đơn_vị
nd_url_30.csv,hệ_thống,ra,đa_nghĩa
nd_url_30.csv,điều,khiến,nhiệm_vụ
nd_url_30.csv,chế_độ,thật_sự,công_vụ
nd_url_30.csv,trách_nhiệm,Đứng,công_vụ
nd_url_30.csv,khoa_học,cần,trách_nhiệm
nd_url_30.csv,mình,dám,pháp_luật
nd_url_30.csv,luật_pháp,mang,gì
nd_url_30.csv,doanh_nghiệp,hơn,liều
nd_url_17.csv,gia_đình,có,con_cả
nd_url_17.csv,cô,Vì,con
nd_url_17.csv,Haruna,chuyển,cán_bộ
nd_url_17.csv,Dự_án,tập_trung,sinh_kế
nd_url_17.csv,Cô,dành,sinh_kế
nd_url_17.csv,Báo,có,buổi
nd_url_17.csv,Bài,nằm,điều
nd_url_17.csv,cô,mong_muốn,độc_lập
nd_url_17.csv,Haruna,đến,thành_phố
nd_url_17.csv,tôi,bày_tỏ,vị_trí
nd_url_17.csv,giới,là,điều
nd_url_17.csv,tôi,ứng_tuyển,sinh_kế
nd_url_17.csv,giới,tập_trung,độc_lập
nd_url_17.csv,thứ,là,gì
nd_url_17.csv,tôi,khó_khăn,điểm
nd_url_17.csv,thanh_niên,là,hộ
nd_url_17.csv,Tôi,tới,họ
nd_url_17.csv,Nhật_Bản,là,đất_nước
nd_url_17.csv,người,tin,điều
nd_url_17.csv,chúng_tôi,phỏng_vấn,cô
nd_url_17.csv,Cô,ngại_ngùng,ảnh
nd_url_17.csv,cô,Phải,câu
nd_url_17.csv,tôi,phải,giờ
nd_url_17.csv,Buổi,là,dấu
nd_url_17.csv,tôi,quay,cô
nd_url_17.csv,người,giúp,chúng_tôi
nd_url_17.csv,nội_dung,khiến,cách
nd_url_17.csv,phụ_nữ,tập_trung,thu_nhập
nd_url_17.csv,chúng_tôi,đào_tạo,nguồn
nd_url_17.csv,Plan_International,khó_khăn,cộng_đồng
nd_url_17.csv,phụ_nữ,có,sinh_kế
nd_url_17.csv,chúng_tôi,tổ_chức,việc
nd_url_17.csv,Phụ_nữ,tự_tạo,số
nd_url_17.csv,Tôi,muốn,câu_chuyện
nd_url_17.csv,M.,tham_gia,gà
nd_url_17.csv,M.,bỏ,đứa
nd_url_17.csv,tỷ_lệ,phải,gà
nd_url_17.csv,Đó,là,cuộc_sống
nd_url_17.csv,M.,biết,thức_ăn
nd_url_17.csv,đó,Nghe,kiến_thức
nd_url_17.csv,cô,biết,câu
nd_url_17.csv,Đây,là,nguồn
nd_url_17.csv,cô,thấy,tiền
nd_url_17.csv,người,dừng,tấm
nd_url_17.csv,người_dân,có,gia_đình
nd_url_17.csv,phụ_nữ,phải,thông_tin
nd_url_17.csv,phụ_nữ,nhận,sinh_kế
nd_url_17.csv,nam_giới,khiến,hoạt_động
nd_url_17.csv,phụ_nữ,gần,kiến_thức
nd_url_17.csv,Tôi,nghĩ,dự_án
nd_url_17.csv,Họ,tìm_kiếm,cơ_hội
nd_url_17.csv,chúng_tôi,có,ý_nghĩa
nd_url_17.csv,bạn,Là,khó_khăn
nd_url_17.csv,đây,chắc,thử_thách
nd_url_17.csv,phụ_nữ,Trải_nghiệm,gì
nd_url_256.csv,Emma_Stone,chia_sẻ,giải
nd_url_256.csv,cô,là,tên
nd_url_256.csv,Stone,lần,giải
nd_url_256.csv,Diễn_viên,đoạt,giải
nd_url_256.csv,Diễn_viên,trao,giải
nd_url_256.csv,Ryan_Gosling,giơ,giải
nd_url_256.csv,anh,trêu,chiếc
nd_url_256.csv,Diễn_viên,nâng,ly
nd_url_256.csv,Jon_Batiste,biểu_diễn,giải
nd_url_256.csv,bài,biểu_diễn,giải
nd_url_256.csv,Justine_Triet,nhận,giải
nd_url_256.csv,Brad_Booker,sang,giải
nd_url_279.csv,Đại_sứ,bày_tỏ,Bản_ghi_nhớ
nd_url_279.csv,Đại_sứ,ủng_hộ,kinh_tế
nd_url_279.csv,UNESCO,tiếp_tục,Công_viên
nd_url_279.csv,tổ_chức,thông_báo,Hội_nghị
nd_url_279.csv,Trợ_lý,cảm_ơn,chức_năng
nd_url_279.csv,Trợ_lý,khẳng_định,giá_trị
nd_url_279.csv,bên,Cảm_ơn,chuyến
nd_url_467.csv,UN,trao,xã_hội
nd_url_467.csv,nước,ước_tính,Mục_tiêu
nd_url_467.csv,việc,cho,sự
nd_url_467.csv,phụ_nữ,Theo,thu_nhập
nd_url_467.csv,nữ_giới,chỉ,yếu_tố
nd_url_467.csv,xung_đột,là,mối
nd_url_467.csv,UN,nhấn_mạnh,quyền
nd_url_467.csv,Cơ_quan,hối_thúc,quyết_định
nd_url_461.csv,người,Theo,Thông_điệp
nd_url_461.csv,Con_số,bao_gồm,lượt
nd_url_461.csv,Tổng_thống,bắt_đầu,Thông_điệp
nd_url_461.csv,ông,dành,hàng_đầu
nd_url_461.csv,nền,nhấn_mạnh,nền
nd_url_461.csv,lạm_phát,ghi_nhận,bảo_hiểm_y_tế
nd_url_461.csv,Tổng_thống,nhấn_mạnh,thuế
nd_url_461.csv,chiến_dịch,Dựa,USD
nd_url_461.csv,ông,Theo,kết_quả
nd_url_461.csv,NBC,Theo,Reuters
nd_url_365.csv,nguồn,phê_chuẩn,phần
nd_url_365.csv,Thượng_viện,được,USD
nd_url_365.csv,Gói,tài_trợ,cựu_chiến_binh
nd_url_365.csv,dự_luật,được,luật
nd_url_365.csv,đảng,thông_qua,dự_luật
nd_url_365.csv,Quốc_hội,bắt_đầu,cơ_quan
nd_url_365.csv,Quốc_hội,cần,sức_khoẻ
nd_url_365.csv,Nguồn,dự_kiến,hạn
nd_url_365.csv,gói,Tổng_cộng,USD
nd_url_433.csv,Lực_lượng,có_mặt,nạn
nd_url_433.csv,người,cho,trẻ_em
nd_url_433.csv,chiếc,Giới_chức,Westwind_Astra
nd_url_433.csv,máy_bay,Theo,sự_cố
nd_url_433.csv,điều_kiện,rõ,tai_nạn
nd_url_433.csv,Cơ_quan_chức_năng,phối_hợp,nguyên_nhân
nd_url_491.csv,ưu_thế,Phát_biểu,sự
nd_url_491.csv,nhiệm_vụ,khẳng_định,kế_hoạch
nd_url_491.csv,thu_nhập,Theo,chất_lượng
nd_url_491.csv,đại_biểu,biểu_quyết,báo_cáo
nd_url_154.csv,Uỷ_ban_nhân_dân,Phát_biểu,bản_đồ
nd_url_154.csv,diện_tích,có,tổng
nd_url_154.csv,Điều_kiện,phù_hợp,giá_trị
nd_url_154.csv,cây_công_nghiệp,Theo,thu_nhập
nd_url_154.csv,việc,còn,căn_cứ
nd_url_154.csv,cây_trồng,bị,hiệu_quả
nd_url_154.csv,Nông_thôn,hạn_chế,cơ_cấu
nd_url_154.csv,bản_đồ,Theo,ha
nd_url_154.csv,Đây,là,nông_nghiệp
nd_url_154.csv,Kết_quả,xác_định,nông_nghiệp
nd_url_154.csv,Chủ_tịch,là,nền
nd_url_154.csv,Sở,mong_muốn,doanh_nghiệp
nd_url_154.csv,đơn_vị,đề_nghị,sản_phẩm
nd_url_154.csv,gar,là,bản_đồ
nd_url_34.csv,Lực_lượng,có_mặt,nạn
nd_url_34.csv,người,cho,trẻ_em
nd_url_34.csv,chiếc,Giới_chức,Westwind_Astra
nd_url_34.csv,máy_bay,Theo,sự_cố
nd_url_34.csv,điều_kiện,rõ,tai_nạn
nd_url_34.csv,Cơ_quan_chức_năng,phối_hợp,nguyên_nhân
nd_url_488.csv,phe,nhận,phiếu
nd_url_488.csv,Quốc_hội,Theo,viện
nd_url_488.csv,đảng,nhất_trí,chính_phủ
nd_url_488.csv,ông,Theo,ứng_cử_viên
