Rubriques,NOM,rubrique
contribuera,VER:futu,contribuer
également,ADV,également
à,PRP,à
la,DET:ART,le
construction,NOM,construction
d,VER:futu,d
’,ADJ,’
une,DET:ART,un
frontière,NOM,frontière
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
de,PRP,de
paix,NOM,paix
",",PUN,","
d,VER:simp,d
’,ADJ,’
amitié,NOM,amitié
",",PUN,","
de,PRP,de
stabilité,NOM,stabilité
",",PUN,","
de,PRP,de
coopération,NOM,coopération
et,KON,et
de,PRP,de
développement,NOM,développement
",",PUN,","
a,VER:pres,avoir
-,PUN,-
t,VER:subi,t
-,PUN,-
il,PRO:PER,il
ajouté,VER:pper,ajouter
.,SENT,.
Le,DET:ART,le
Vietnam,NAM,Vietnam
considère,VER:pres,considérer
toujours,ADV,toujours
la,DET:ART,le
Chine,NAM,Chine
comme,ADV,comme
l,VER:subi,l
’,NAM,’
une,NUM,un
des,PRP:det,du
principales,ADJ,principal
priorités,NOM,priorité
dans,PRP,dans
ses,DET:POS,son
politiques,NOM,politique
extérieures,ADJ,extérieur
",",PUN,","
a,VER:pres,avoir
affirmé,VER:pper,affirmer
Phan_Van_Giang,NAM,Phan_Van_Giang
.,SENT,.
Et,KON,et
d,VER:subi,d
’,ABR,’
ajouter,VER:infi,ajouter
que,KON,que
le,DET:ART,le
Vietnam,NAM,Vietnam
attache,VER:pres,attacher
de,PRP,de
l,NOM,l
’,ABR,’
importance,NOM,importance
à,PRP,à
la,DET:ART,le
promotion,NOM,promotion
de,PRP,de
ses,DET:POS,son
relations,NOM,relation
d,VER:futu,d
’,ADJ,’
amitié,NOM,amitié
traditionnelle,ADJ,traditionnel
",",PUN,","
de,PRP,de
solidarité,NOM,solidarité
spéciale,ADJ,spécial
",",PUN,","
de,PRP,de
confiance,NOM,confiance
solide,ADJ,solide
et,KON,et
de,PRP,de
coopération,NOM,coopération
intégrale,ADJ,intégral
avec,PRP,avec
la,DET:ART,le
Chine,NAM,Chine
.,SENT,.
Le,DET:ART,le
Vietnam,NAM,Vietnam
persiste,VER:pres,persister
dans,PRP,dans
sa,DET:POS,son
politique,NOM,politique
extérieure,ADJ,extérieur
d,VER:simp,d
’,ADJ,’
indépendance,NOM,indépendance
",",PUN,","
d,VER:simp,d
’,ADJ,’
autonomie,NOM,autonomie
",",PUN,","
de,PRP,de
paix,NOM,paix
",",PUN,","
d,VER:simp,d
’,ADJ,’
amitié,NOM,amitié
",",PUN,","
de,PRP,de
coopération,NOM,coopération
et,KON,et
de,PRP,de
développement,NOM,développement
.,SENT,.
Le,DET:ART,le
pays,NOM,pays
met,VER:pres,mettre
en,PRO:PER,en
œuvre,VER:pres,œuvrer
efficacement,ADV,efficacement
sa,DET:POS,son
politique,NOM,politique
de,PRP,de
défense,NOM,défense
dite,VER:pper,dire
«,PUN:cit,«
Quatre,NUM,quatre
non,ADV,non
»,PUN:cit,»
",",PUN,","
a,VER:pres,avoir
indiqué,VER:pper,indiquer
Phan_Van_Giang,NAM,Phan_Van_Giang
.,SENT,.
La,DET:ART,le
politique,NOM,politique
de,PRP,de
défense,NOM,défense
dite,VER:pper,dire
«,PUN:cit,«
Quatre,NUM,quatre
non,ADV,non
»,PUN:cit,»
indique,ADJ,indique
que,KON,que
le,DET:ART,le
Vietnam,NAM,Vietnam
ne,ADV,ne
s,VER:subi,s
’,NAM,’
implique,VER:pres,impliquer
dans,PRP,dans
aucune,PRO:IND,aucun
alliance,NOM,alliance
militaire,ADJ,militaire
",",PUN,","
ne,ADV,ne
s,VER:cond,s
’,NAM,’
associe,VER:pres,associer
pas,ADV,pas
avec,PRP,avec
un,DET:ART,un
pays,NOM,pays
pour,PRP,pour
s,NOM,s
’,ABR,’
opposer,VER:infi,opposer
à,PRP,à
un,DET:ART,un
tiers,NOM,tiers
",",PUN,","
n,NOM,n
’,NAM,’
autorise,VER:pres,autoriser
pas,ADV,pas
un,DET:ART,un
pays,NOM,pays
étranger,ADJ,étranger
à,PRP,à
installer,VER:infi,installer
une,DET:ART,un
base,NOM,base
militaire,ADJ,militaire
sur,PRP,sur
son,DET:POS,son
territoire,NOM,territoire
ou,KON,ou
à,PRP,à
l,NOM,l
’,ABR,’
utiliser,VER:infi,utiliser
pour,PRP,pour
s,NOM,s
’,ABR,’
opposer,VER:infi,opposer
à,PRP,à
un,DET:ART,un
autre,ADJ,autre
",",PUN,","
et,KON,et
enfin,ADV,enfin
",",PUN,","
ne,ADV,ne
recourt,VER:pres,recourir
pas,ADV,pas
à,PRP,à
la,DET:ART,le
force,NOM,force
ni,KON,ni
ne,ADV,ne
menace,VER:pres,menacer
d,NOM,d
’,ADJ,’
y,PRO:PER,y
recourir,VER:infi,recourir
dans,PRP,dans
ses,DET:POS,son
relations,NOM,relation
internationales,ADJ,international
.,SENT,.
Les,DET:ART,le
questions,NOM,question
maritimes,ADJ,maritime
doivent,VER:pres,devoir
être,VER:infi,être
résolues,VER:pper,résoudre
par,PRP,par
des,PRP:det,du
moyens,NOM,moyen
pacifiques,ADJ,pacifique
",",PUN,","
par,PRP,par
le,DET:ART,le
biais,NOM,biais
de,PRP,de
négociations,NOM,négociation
",",PUN,","
en,PRP,en
respectant,VER:ppre,respecter
la,DET:ART,le
perception,NOM,perception
commune,ADJ,commun
des,PRP:det,du
hauts,ADJ,haut
dirigeants,NOM,dirigeant
des,PRP:det,du
deux,NUM,deux
pays,NOM,pays
et,KON,et
en,PRP,en
maintenant,ADV,maintenant
ensemble,ADV,ensemble
la,DET:ART,le
paix,NOM,paix
et,KON,et
la,DET:ART,le
stabilité,NOM,stabilité
en,PRP,en
mer,NOM,mer
",",PUN,","
a,VER:pres,avoir
noté,VER:pper,noter
le,DET:ART,le
ministre,NOM,ministre
vietnamien,ADJ,vietnamien
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
.,SENT,.
Exprimant_sa,VER:simp,Exprimant_sa
joie,NOM,joie
de,PRP,de
participer,VER:infi,participer
et,KON,et
de,PRP,de
coprésider,VER:infi,coprésider
pour,PRP,pour
la,DET:ART,le
première,NUM,premier
fois,NOM,fois
l,VER:futu,l
’,ADJ,’
échange,NOM,échange
d,VER:simp,d
’,ADJ,’
amitié,NOM,amitié
sur,PRP,sur
la,DET:ART,le
défense,NOM,défense
à,PRP,à
la,DET:ART,le
frontière,NOM,frontière
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
",",PUN,","
le,DET:ART,le
ministre,NOM,ministre
chinois,ADJ,chinois
Dong_Jun,NAM,Dong_Jun
a,VER:pres,avoir
réaffirmé,VER:pper,réaffirmer
la,DET:ART,le
volonté,NOM,volonté
des,PRP:det,du
deux,NUM,deux
pays,NOM,pays
de,PRP,de
renforcer,VER:infi,renforcer
leurs,DET:POS,leur
relations,NOM,relation
d,VER:futu,d
’,ADJ,’
amitié,NOM,amitié
traditionnelle,ADJ,traditionnel
",",PUN,","
de,PRP,de
solidarité,NOM,solidarité
spéciale,ADJ,spécial
et,KON,et
de,PRP,de
coopération,NOM,coopération
intégrale,ADJ,intégral
.,SENT,.
Les,DET:ART,le
deux,NUM,deux
ministres,NOM,ministre
Phan_Van_Giang,NAM,Phan_Van_Giang
et,KON,et
Dong_Jun,NAM,Dong_Jun
ont,VER:pres,avoir
hautement,ADV,hautement
apprécié,VER:pper,apprécier
la,DET:ART,le
coopération,NOM,coopération
fructueuse,ADJ,fructueux
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
entre,PRP,entre
le,DET:ART,le
Vietnam,NAM,Vietnam
et,KON,et
la,DET:ART,le
Chine,NAM,Chine
ces,PRO:DEM,ce
derniers,ADJ,dernier
temps,NOM,temps
.,SENT,.
Ils,PRO:PER,il
ont,VER:pres,avoir
convenu,VER:pper,convenir
de,PRP,de
poursuivre,VER:infi,poursuivre
la,DET:ART,le
mise,NOM,mise
en,PRP,en
œuvre,NOM,œuvre
efficace,ADJ,efficace
de,PRP,de
la,DET:ART,le
Déclaration,NOM,déclaration
commune,ADJ,commun
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
pour,PRP,pour
rendre,VER:infi,rendre
plus,ADV,plus
efficace,ADJ,efficace
et,KON,et
plus,ADV,plus
substantielle,ADJ,substantiel
la,DET:ART,le
coopération,NOM,coopération
bilatérale,ADJ,bilatéral
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
et,KON,et
de,PRP,de
sécurité,NOM,sécurité
.,SENT,.
Les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
ont,VER:pres,avoir
proposé,VER:pper,proposer
d,VER:pper,d
’,ABR,’
intensifier,VER:infi,intensifier
les,DET:ART,le
échanges,NOM,échange
de,PRP,de
délégations,NOM,délégation
",",PUN,","
en,PRP,en
particulier,ADJ,particulier
de,PRP,de
haut,ADJ,haut
niveau,NOM,niveau
",",PUN,","
d,NOM,d
’,ADJ,’
améliorer,VER:infi,améliorer
l,VER:pper,l
',PUN,'
efficacité,NOM,efficacité
des,PRP:det,du
mécanismes,NOM,mécanisme
de,PRP,de
coopération,NOM,coopération
annuels,ADJ,annuel
tels,PRO:DEM,tel
que,PRO:REL,que
le,DET:ART,le
Dialogue,NOM,dialogue
stratégique,ADJ,stratégique
de,PRP,de
défense,NOM,défense
",",PUN,","
les,DET:ART,le
échanges,NOM,échange
amicaux,ADJ,amical
sur,PRP,sur
la,DET:ART,le
défense,NOM,défense
à,PRP,à
la,DET:ART,le
frontière,NOM,frontière
et,KON,et
les,DET:ART,le
patrouilles,NOM,patrouille
conjointes,VER:pper,conjoindre
dans,PRP,dans
le,DET:ART,le
golfe,NOM,golfe
du,PRP:det,du
Bac_Bô,NAM,Bac_Bô
.,SENT,.
Il,PRO:PER,il
est,VER:pres,être
également,ADV,également
important,ADJ,important
de,PRP,de
renforcer,VER:infi,renforcer
la,DET:ART,le
coopération,NOM,coopération
dans,PRP,dans
la,DET:ART,le
formation,NOM,formation
des,PRP:det,du
cadres,NOM,cadre
",",PUN,","
l,NOM,l
',PUN,'
industrie,NOM,industrie
de,PRP,de
la,DET:ART,le
défense,NOM,défense
",",PUN,","
le,DET:ART,le
commerce,NOM,commerce
militaire,ADJ,militaire
",",PUN,","
la,DET:ART,le
recherche,NOM,recherche
stratégique,ADJ,stratégique
",",PUN,","
le,DET:ART,le
maintien,NOM,maintien
de,PRP,de
la,DET:ART,le
paix,NOM,paix
des,PRP:det,du
Nations_Unies,NOM,Nations_Unies
",",PUN,","
la,DET:ART,le
logistique,NOM,logistique
ou,KON,ou
encore,ADV,encore
la,DET:ART,le
médecine,NOM,médecine
militaire,ADJ,militaire
.,SENT,.
Suite,NOM,suite
au,PRP:det,au
dialogue,NOM,dialogue
",",PUN,","
les,DET:ART,le
deux,NUM,deux
ministères,NOM,ministère
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
ont,VER:pres,avoir
signé,VER:pper,signer
un,DET:ART,un
mémorandum,NOM,mémorandum
sur,PRP,sur
l,NOM,l
',PUN,'
établissement,NOM,établissement
d,ADJ,d
',PUN,'
une,DET:ART,un
ligne,NOM,ligne
directe,ADJ,direct
entre,PRP,entre
la,DET:ART,le
Marine,NAM,Marine
du,PRP:det,du
Vietnam,NAM,Vietnam
et,KON,et
le,DET:ART,le
Commandement,NOM,commandement
de,PRP,de
la,DET:ART,le
région,NOM,région
sud,ADJ,sud
de,PRP,de
l,NOM,l
’,ADJ,’
Armée,VER:pper,armer
de,PRP,de
libération,NOM,libération
du,PRP:det,du
peuple,NOM,peuple
chinois,ADJ,chinois
.,SENT,.
Le,DET:ART,le
ministre,NOM,ministre
vietnamien,ADJ,vietnamien
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
a,VER:pres,avoir
profité,VER:pper,profiter
de,PRP,de
cette,PRO:DEM,ce
occasion,NOM,occasion
pour,PRP,pour
inviter,VER:infi,inviter
le,DET:ART,le
ministre,NOM,ministre
chinois,ADJ,chinois
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
et,KON,et
les,DET:ART,le
responsables,ADJ,responsable
de,PRP,de
la,DET:ART,le
Commission,NOM,commission
militaire,ADJ,militaire
centrale,ADJ,central
de,PRP,de
Chine,NAM,Chine
à,PRP,à
assister,VER:infi,assister
au,PRP:det,au
80e,ADJ,80e
anniversaire,NOM,anniversaire
de,PRP,de
la,DET:ART,le
fondation,NOM,fondation
de,PRP,de
l,NOM,l
’,ADJ,’
Armée,VER:pper,armer
populaire,ADJ,populaire
du,PRP:det,du
Vietnam,NAM,Vietnam
et,KON,et
au,PRP:det,au
2e,NUM,2e
Salon,NOM,salon
international,ADJ,international
de,PRP,de
la,DET:ART,le
défense,NOM,défense
du,PRP:det,du
Vietnam,NAM,Vietnam
",",PUN,","
qui,PRO:REL,qui
se,PRO:PER,se
tiendront,VER:futu,tenir
du,PRP:det,du
19,NUM,@card@
au,PRP:det,au
22,NUM,@card@
décembre,NOM,décembre
prochain,ADJ,prochain
.,SENT,.
Dans,PRP,dans
le,DET:ART,le
cadre,NOM,cadre
du,PRP:det,du
8e,NUM,8e
échange,NOM,échange
d,VER:futu,d
’,ADJ,’
amitié,NOM,amitié
sur,PRP,sur
la,DET:ART,le
défense,NOM,défense
à,PRP,à
la,DET:ART,le
frontière,NOM,frontière
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
",",PUN,","
le,DET:ART,le
Département,NOM,département
de,PRP,de
la,DET:ART,le
médecine,NOM,médecine
militaire,ADJ,militaire
du,PRP:det,du
Vietnam,NAM,Vietnam
a,VER:pres,avoir
organisé,VER:pper,organiser
la,DET:ART,le
fourniture,NOM,fourniture
des,PRP:det,du
consultations,NOM,consultation
médicales,ADJ,médical
et,KON,et
de,PRP,de
médicaments,NOM,médicament
gratuits,ADJ,gratuit
à,PRP,à
l,NOM,l
’,ABR,’
intention,NOM,intention
de,PRP,de
près,ADV,près
de,PRP,de
700,NUM,@card@
habitants,NOM,habitant
dans,PRP,dans
les,DET:ART,le
zones,NOM,zone
frontalières,ADJ,frontalier
vietnamo,NOM,vietnamo
-,PUN,-
chinoises,ADJ,chinois
.,SENT,.
Le,DET:ART,le
8e,NUM,8e
échange,NOM,échange
d,VER:futu,d
’,ADJ,’
amitié,NOM,amitié
sur,PRP,sur
la,DET:ART,le
défense,NOM,défense
à,PRP,à
la,DET:ART,le
frontière,NOM,frontière
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
contribue,VER:pres,contribuer
significativement,ADV,significativement
à,PRP,à
concrétiser,VER:infi,concrétiser
la,DET:ART,le
Déclaration,NOM,déclaration
commune,ADJ,commun
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
sur,PRP,sur
la,DET:ART,le
poursuite,NOM,poursuite
de,PRP,de
l,NOM,l
’,ADJ,’
approfondissement,NOM,approfondissement
et,KON,et
l,VER:simp,l
’,ADJ,’
élévation,NOM,élévation
des,PRP:det,du
relations,NOM,relation
de,PRP,de
partenariat,NOM,partenariat
de,PRP,de
coopération,NOM,coopération
stratégique,ADJ,stratégique
intégrale,ADJ,intégral
",",PUN,","
et,KON,et
la,DET:ART,le
construction,NOM,construction
d,VER:futu,d
’,ADJ,’
une,DET:ART,un
communauté,NOM,communauté
d,VER:futu,d
’,ADJ,’
avenir,NOM,avenir
partagé,VER:pper,partager
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
de,PRP,de
portée,NOM,portée
stratégique,ADJ,stratégique
",",PUN,","
laquelle,PRO:REL,lequel
a,VER:pres,avoir
été,VER:pper,être
publiée,VER:pper,publier
à,PRP,à
l,NOM,l
’,ADJ,’
issue,ADJ,issu
de,PRP,de
la,DET:ART,le
visite,NOM,visite
d,VER:futu,d
’,NAM,’
État,NAM,État
au,PRP:det,au
Vietnam,NAM,Vietnam
du,PRP:det,du
Secrétaire,NOM,secrétaire
général,ADJ,général
du,PRP:det,du
Comité,NOM,comité
central,ADJ,central
du,PRP:det,du
Parti,NOM,parti
communiste,ADJ,communiste
chinois,ADJ,chinois
et,KON,et
Président,NOM,Président
de,PRP,de
la,DET:ART,le
République,NOM,république
populaire,ADJ,populaire
de,PRP,de
Chine,NAM,Chine
",",PUN,","
Xi_Jinping,NAM,Xi_Jinping
",",PUN,","
en,PRP,en
décembre,NOM,décembre
2023,NUM,@card@
.,SENT,.
Il,PRO:PER,il
s,VER:futu,s
',PUN,'
agit,VER:pres,agir
également,ADV,également
d,ADJ,d
',PUN,'
une,DET:ART,un
des,PRP:det,du
activités,NOM,activité
diplomatiques,ADJ,diplomatique
importantes,ADJ,important
entre,PRP,entre
les,DET:ART,le
ministères,NOM,ministère
vietnamien,ADJ,vietnamien
et,KON,et
chinois,ADJ,chinois
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
",",PUN,","
en,PRP,en
vue,NOM,vue
de,PRP,de
promouvoir,VER:infi,promouvoir
l,VER:pper,l
',PUN,'
amitié,NOM,amitié
",",PUN,","
la,DET:ART,le
solidarité,NOM,solidarité
et,KON,et
la,DET:ART,le
coopération,NOM,coopération
substantielle,ADJ,substantiel
entre,PRP,entre
leurs,DET:POS,leur
forces,NOM,force|forces
de,PRP,de
défense,NOM,défense
des,PRP:det,du
frontières,ADJ,frontière
",",PUN,","
les,DET:ART,le
autorités,NOM,autorité
des,PRP:det,du
localités,NOM,localité
frontalières,ADJ,frontalier
et,KON,et
les,DET:ART,le
résidents,NOM,résident
locaux,ADJ,local
afin,KON,afin
de,PRP,de
construire,VER:infi,construire
une,DET:ART,un
frontière,ADJ,frontière
commune,NOM,commune
de,PRP,de
paix,NOM,paix
",",PUN,","
d,NOM,d
',PUN,'
amitié,NOM,amitié
",",PUN,","
de,PRP,de
stabilité,NOM,stabilité
",",PUN,","
de,PRP,de
coopération,NOM,coopération
et,KON,et
de,PRP,de
développement,NOM,développement
.,SENT,.
Voici,ADV,voici
quelques,PRO:IND,quelque
activités,NOM,activité
s,VER:subi,s
',PUN,'
incrivant,VER:ppre,incriver
dans,PRP,dans
le,DET:ART,le
cadre,NOM,cadre
du,PRP:det,du
8e,NUM,8e
échange,NOM,échange
d,VER:futu,d
’,ADJ,’
amitié,NOM,amitié
sur,PRP,sur
la,DET:ART,le
défense,NOM,défense
à,PRP,à
la,DET:ART,le
frontière,NOM,frontière
Vietnam,NAM,Vietnam
–,NAM,–
Chine,NAM,Chine
à,PRP,à
Lào_Cai,NAM,Lào_Cai
:,PUN,:
Cérémonie,NOM,cérémonie
d,ADJ,d
',PUN,'
accueil,NOM,accueil
en,PRP,en
l,NOM,l
',PUN,'
honneur,NOM,honneur
de,PRP,de
la,DET:ART,le
haute,ADJ,haut
délégation,NOM,délégation
du,PRP:det,du
ministère,NOM,ministère
chinoise,ADJ,chinois
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
.,SENT,.
Photo,NOM,photo
:,PUN,:
baoquocte,ADJ,baoquocte
.,SENT,.
vn,NOM,vn
.,SENT,.
Cérémonie,NOM,cérémonie
de,PRP,de
salutation,NOM,salutation
des,PRP:det,du
bornes,NOM,borne
frontières,ADJ,frontière
.,SENT,.
Photo,NOM,photo
:,PUN,:
baoquocte,ADJ,baoquocte
.,SENT,.
vn,NOM,vn
.,SENT,.
Plantation,NOM,plantation
d,ADJ,d
',PUN,'
arbres,NOM,arbre
d,ADJ,d
',PUN,'
amitié,NOM,amitié
à,PRP,à
la,DET:ART,le
frontière,NOM,frontière
Vietnam,NAM,Vietnam
-,PUN,-
Chine,NAM,Chine
.,SENT,.
Photo,NOM,photo
:,PUN,:
baoquocte,ADJ,baoquocte
.,SENT,.
vn,NOM,vn
.,SENT,.
Cérémonie,NOM,cérémonie
d,ADJ,d
',PUN,'
inauguration,NOM,inauguration
de,PRP,de
la,DET:ART,le
maison,NOM,maison
culturelle,ADJ,culturel
d,VER:simp,d
’,ADJ,’
amitié,NOM,amitié
dans,PRP,dans
la,DET:ART,le
commune,NOM,commune
de,PRP,de
Ban_Phiêt,NAM,Ban_Phiêt
",",PUN,","
district,NOM,district
de,PRP,de
Bao_Thang,NAM,Bao_Thang
.,SENT,.
Photo,NOM,photo
:,PUN,:
baoquocte,ADJ,baoquocte
.,SENT,.
vn,NOM,vn
.,SENT,.
Les,DET:ART,le
deux,NUM,deux
ministres,NOM,ministre
Phan_Van_Giang,NAM,Phan_Van_Giang
et,KON,et
Dong_Jun,NAM,Dong_Jun
rendent,VER:pres,rendre
visite,NOM,visite
aux,PRP:det,au
enseignants,NOM,enseignant
et,KON,et
élèves,NOM,élève
de,PRP,de
l,NOM,l
',PUN,'
école,NOM,école
primaire,ADJ,primaire
de,PRP,de
Kim_Dông,NAM,Kim_Dông
.,SENT,.
Photo,NOM,photo
:,PUN,:
baoquocte,ADJ,baoquocte
.,SENT,.
vn,NOM,vn
.,SENT,.
